name,imagenum1,name,imagenum2
Ashley_Judd,1,Pat_Burns,1
Asif_Ali_Zardari,1,Cristina_Torrens_Valero,1
Assad_Ahmadi,1,Jose_Cevallos,1
Astou_Ndiaye-Diatta,1,Scott_Yates,1
Augustin_Calleri,4,Brad_Miller,1
Augustin_Calleri,4,John_Jones,1
Babe_Ruth,1,Joshua_Perper,1
Barbara_Bach,1,Eli_Rosenbaum,1
Barbara_Becker,1,Gerhard_Boekel,1
Barbara_Roberts,1,Kirsten_Clark,1
Barry_Williams,1,Richard_Langille,1
Barzan_al-Tikriti,1,Jim_Haslett,1
Beecher_Ray_Kirby,1,Hashan_Tillakaratne,1
Begum_Khaleda_Zia,1,Jesse_Jackson,5
Ben_Cohen,1,Roger_Etchegaray,1
Ben_Cohen,1,Zach_Parise,1
Benjamin_McKenzie,1,Lisa_Leslie,1
Betsy_Coffin,1,Gerard_Tronche,1
Bill_Carmody,1,Michael_Sheehan,1
Bill_Carmody,1,Tippi_Hedren,1
Bill_Curry,1,Candice_Bergen,1
Bill_Frist,2,Malcolm_Wild,1
Bill_Frist,4,Donald_Pettit,2
Bill_Kollar,1,Phillip_Seymor_Hoffmann,1
Bill_McBride,8,John_Rowland,1
Bill_Sizemore,1,Calista_Flockhart,3
Billy_Boyd,1,Liza_Minnelli,3
Billy_Boyd,1,Robin_Williams,1
Bing_Crosby,1,Eric_Bana,1
Bing_Crosby,1,John_Moxley,1
Bing_Crosby,1,Leonid_Kuchma,5
Bob_Iger,1,Brian_Cowen,1
Bob_Iger,1,Steve_Lavin,6
Bob_Newhart,1,Marina_Canetti,1
Bob_Riley,1,Jim_Harrick,1
Bono,1,Chen_Shui-bian,2
Bono,2,Se_Hyuk_Joo,1
Brad_Miller,1,Chris_Noth,1
Brandon_Larson,1,James_Williams,1
Brandon_Lloyd,1,Zach_Parise,1
Brandon_Robinson,1,Mitchell_Garabedian,1
Brandon_Webb,1,Teddy_Kollek,1
Brian_Cowen,2,Dave_Johnson,1
Brian_Griese,1,Jennie_Garth,1
Brock_Berlin,1,Wendy_Selig,1
Brooke_Adams,1,Gilberto_Rodriguez_Orejuela,2
Brooke_Adams,1,Hussam_Mohammed_Amin,1
Bruce_Willis,1,Heather_Mills,2
Buddy_Ryan,1,Laurel_Clark,1
Buddy_Ryan,1,Roy_Romanow,1
Calvin_Joseph_Coleman,1,Ekaterina_Dmitriev,1
Calvin_Joseph_Coleman,1,Victor_Garber,1
Camilla_Parker_Bowles,2,Mary_Matalin,1
Camille_Lewis,1,Keith_Lockhart,1
Camille_Lewis,1,Melissa_Etheridge,1
Candice_Bergen,1,Masum_Turker,2
Candice_Bergen,2,Jake_Gyllenhaal,2
Candice_Bergen,2,Prospero_Pichay,1
Carey_Lowell,1,Helio_Castroneves,1
Carey_Lowell,1,Joshua_Harapko,1
Carlo_Ancelotti,1,Hugh_Miller,1
Carlos_Beltran,1,Shoshannah_Stern,1
Carlos_Ghosn,1,Renee_Zellweger,11
Carlos_Iturgaitz,1,Francisco_Maturana,1
Carlos_Manuel_Pruneda,1,Claudia_Coslovich,1
Carly_Gullickson,1,Mike_Helton,2
Caroline_Dhavernas,1,James_Smith,1
Carrie-Anne_Moss,4,Mike_Richter,1
Carson_Daly,1,Matthew_During,1
Casey_Crowder,1,Joe_Nichols,1
Casey_Crowder,1,Laszlo_Kovacs,1
Cecilia_Chang,1,Jeffery_Hendren,1
Cecilia_Cheung,1,Kirsten_Clark,1
Cecilia_Cheung,1,Simon_Chalk,1
Cedric_Benson,1,Greg_Hodge,1
Cesar_Maia,2,Karin_Viard,1
Chang_Jae_On,1,Oracene_Williams,1
Chante_Jawan_Mallard,1,Muhammad_Ali,5
Charla_Moye,1,Joe_Mantegna,1
Charla_Moye,1,Robert_Nillson,1
Charles_Cope,1,John_Franco,1
Charley_Armey,1,Jose_Cevallos,1
Charlie_Sheen,1,Deece_Eckstein,1
Charlie_Sheen,1,Janice_Goldfinger,1
Charlie_Zaa,2,William_Harrison,1
Charmaine_Crooks,1,Esad_Landzo,1
Charmaine_Crooks,1,Shigeru_Ishiba,1
Chawki_Armali,1,Hilmi_Akin_Zorlu,1
Chea_Sophara,1,Muhammad_Ali,6
Chen_Shui-bian,2,Simon_Cowell,1
Chen_Shui-bian,2,William_Nessen,1
Chen_Shui-bian,3,Elizabeth_Smart,1
Chita_Rivera,2,Jose_Luis_Chilavert,1
Chris_Andrews,1,Claire_De_Gryse,1
Chris_Andrews,1,Elinor_Caplan,2
Chris_Byrd,1,David_Alpay,1
Chris_Byrd,1,Lawrence_Di_Rita,1
Chris_Noth,1,Frank_Sinatra,1
Christian_Longo,2,Dustan_Mohr,1
Christiane_Wulff,1,Paul_Schrader,1
Christine_Ebersole,2,Vincent_Cianci_Jr,1
Christine_Todd_Whitman,2,Peter_Rasch,1
Christine_Todd_Whitman,5,Neil_Goldman,1
Christopher_Russell,1,Rosario_Dawson,1
Cindy_Taylor,1,Melissa_Joan_Hart,1
Claire_Danes,1,Mitchell_Potter,1
Claire_De_Gryse,1,Jim_Parque,1
Claire_De_Gryse,1,Soenarno,1
Claire_Leger,2,Elin_Nordegren,2
Coleen_Rowley,1,Courtney_Love,1
Colin_Campbell,1,Matt_Walters,1
Colleen_OClair,1,Kim_Hong-gul,1
Colleen_Ryan,1,Noah_Wyle,2
Conchita_Martinez,1,Moby,1
Cora_Cambell,1,Todd_Petit,1
Courtney_Love,1,Tsutomu_Takebe,1
Cristina_Torrens_Valero,1,Damarius_Bilbo,1
Cristina_Torrens_Valero,1,Etta_James,1
Damarius_Bilbo,1,Janis_Ruth_Coulter,1
Damarius_Bilbo,1,Sheila_Taormina,1
Dan_Ackroyd,1,Nikki_Teasley,1
Dan_Bylsma,1,Jim_Parque,1
Dan_Bylsma,1,Scott_Yates,1
Daniel_Comisso_Urdaneta,1,Jean-Marc_de_La_Sabliere,1
Daniel_Montgomery,1,Hassan_Wirajuda,1
Daniel_Zelman,1,David_Surrett,1
Daniele_Nardello,1,Peter_Hartz,1
Dariusz_Michalczewski,1,Julien_Boutter,1
Darvis_Patton,1,Estelle_Morris,1
Darvis_Patton,1,Gordon_Lightfoot,1
Darvis_Patton,1,Tammy_Lynn_Michaels,1
Dave_Johnson,1,Hank_Aaron,1
David_Braley,1,Gerard_Tronche,1
David_Kelley,1,Gerald_Calabrese,1
David_Shayler,1,Peter_Mullan,1
David_Surrett,1,Oracene_Williams,1
Dean_Sheremet,1,Marc_Racicot,1
Denise_van_Outen,1,Kevin_Satterfield,1
Dennis_Kozlowski,2,James_Ivory,1
Dennis_Kozlowski,2,Regina_Ip,1
Dennis_Kozlowski,2,Wendy_Selig,1
Denzel_Washington,4,Sung_Hong_Choi,1
Derrick_Battie,1,Lisa_Leslie,1
Diane_Green,1,Ruth_Christofferson,1
Diane_Green,1,Tim_Salmon,1
Dick_Armey,1,Tom_Glavine,2
Dirk_Kempthorne,1,George_Tenet,2
Dominique_de_Villepin,13,Hanns_Schumacher,1
Don_Carcieri,1,Jane_Rooney,1
Don_King,1,Philip_Zalewski,1
Don_King,1,Tab_Baldwin,1
Don_Lake,1,Elena_Dementieva,1
Donald_Keck,1,Julia_Ormond,1
Donald_Pettit,3,Michel_Kratochvil,1
Donald_Rumsfeld,40,Tamika_Catchings,1
Donna_Walker,1,Phil_Bredesen,1
Eddie_Sutton,1,George_Maxwell_Richards,1
Edith_Masai,1,Idi_Amin,1
Edward_Belvin,1,William_Harrison,1
Edward_Egan,1,Jim_Abbott,1
Edward_James_Olmos,1,Jesse_Harris,3
Edward_Seaga,1,Fatmir_Limaj,1
Elaine_Chao,1,Wilbert_Elki_Meza_Majino,1
Elena_Dementieva,1,Wilton_Gregory,1
Elin_Nordegren,1,Fredric_Seaman,1
Elin_Nordegren,2,Ghassan_Elashi,1
Elinor_Caplan,1,Henning_Scherf,1
Eliott_Spitzer,1,Jerry_Bruckheimer,1
Elisabeth_Welch,1,Francisco_Maturana,1
Elizabeth_Regan,1,Pierre_Boulanger,2
Elliott_Mincberg,1,Gene_Orza,1
Enrica_Fico,1,Erwin_Abdullah,1
Eric_Dubin,1,Yang_Pao-yu,1
Eric_Lindros,1,Melvin_Talbert,1
Eric_Lindros,1,Sterling_Hitchcock,1
Eric_Snow,1,Robert_McKee,1
Fabiola_Zuluaga,1,Rose_Linkins,1
Farouk_Kaddoumi,1,Gina_Gershon,1
Farouk_Kaddoumi,1,Will_Smith,2
Felipe_Perez_Roque,2,Lloyd_Ward,2
Festus_Mogae,1,Neil_Moritz,1
Filip_De_Winter,1,Stuart_Townsend,1
Filip_De_Winter,1,Sue_Grafton,1
Flavia_Pennetta,1,Mikulas_Dzurinda,2
Flor_Montulo,1,Steve_Blankenship,1
Floyd_Mayweather,1,Lou_Lang,1
Fran_Drescher,2,William_Martin,1
Francis_Ricciardone,1,Gene_Sauers,1
Franco_Frattini,1,Gholamreza_Aghazadeh,1
Frank_Sinatra,1,Vicente_Fox,23
Frank_Van_Ecke,1,Gary_Gero,1
Fred_Durst,1,Patricia_Phillips,1
Fred_Durst,1,Rose_Linkins,1
Fred_Durst,1,Tara_Reid,1
Frederick_Madden,1,Luis_Ernesto_Derbez_Bautista,3
Gary_Leon_Ridgway,1,Lisa_Raymond,1
Gary_Leon_Ridgway,1,Phillip_Seymor_Hoffmann,1
Gary_Sayler,1,Nila_Ferran,1
George_Foreman,1,George_Lucas,1
Georgia_Giddings,1,Johnny_Carson,1
Gerard_Tronche,1,Jana_Pittman,1
Gerhard_Schroeder,3,Izzat_Ibrahim,1
Ghassan_Elashi,1,Jesse_Ventura,2
Ghassan_Elashi,1,Peter_Rasch,1
Gideon_Yago,1,Robert_Gordon_Card,1
Gina_Gershon,1,Stacey_Dales-Schuman,1
Glenn_Tilton,1,Victor_Hanescu,1
Gordon_Brown,12,Monica_Gabrielle,1
Gordon_Campbell,1,Pierre_Boulanger,2
Gordon_Lightfoot,1,Janez_Drnovsek,1
Grace_Kelly,1,Leslie_Moonves,1
Greg_Kinnear,1,Tim_Salmon,1
Gregory_Geoffroy,2,Paul_Burrell,11
Gregory_Hines,1,Mary_Frances_Seiter,1
Gregory_Peck,1,John_Lawrence,1
Gregory_Peck,1,John_Lynch,1
Guillaume_Cannet,1,Mark_Mulder,1
Guillaume_Cannet,1,Mohammad_Khatami,5
Gunilla_Backman,1,Jennifer_Granholm,1
Gunilla_Backman,1,Ray_Sherman,1
Gustavo_Franco,1,Melissa_Joan_Hart,1
Gwendal_Peizerat,2,Joe_Nichols,2
Gwyneth_Paltrow,5,Mike_Richter,1
Halbert_Fillinger,1,Rachel_Hunter,1
Hank_Aaron,1,Ron_Howard,2
Harland_Braun,1,Lisa_Leslie,1
Harvey_Fierstein,1,Mike_Slive,1
Helene_Eksterowicz,1,Mario_Lemieux,1
Helio_Castroneves,1,Joxel_Garcia,1
Hermann_Maier,1,Robin_Williams,1
Howard_Smith,2,Tim_Pawlenty,1
Hubie_Brown,1,Yoon_Jeong_Cho,1
Hunter_Bates,1,James_Williams,1
Hussam_Mohammed_Amin,1,Mike_Smith,1
Hussam_Mohammed_Amin,1,Princess_Hisako,1
Hutomo_Mandala_Putra,1,Thomas_Mesereau_Jr,1
Iban_Mayo,2,Yves_Brodeur,1
Imad_Moustapha,1,Will_Ofenheusle,1
Ion_Tiriac,1,Lawrence_Roberts,1
Irina_Yatchenko,1,Pedro_Solbes,4
Isabelle_Huppert,1,Pedro_Solbes,1
Isaiah_Washington,2,Lee_Baca,1
Islam_Karimov,1,Shireen_Amir_Begum,1
Ismail_Cem,1,Seth_Gorney,1
Ismail_Merchant,1,Joseph_Deiss,1
Ivan_Lee,1,Paul-Henri_Mathieu,3
Izzat_Ibrahim,1,Tina_Sinatra,1
Jack_Welch,1,Rick_Dinse,2
Jack_Welch,1,William_Umbach,1
Jalal_Talabani,1,Jean-Marc_Olive,1
James_Franco,2,Lokendra_Bahadur_Chand,1
James_Ivory,1,Paul_Martin,7
James_Lockhart,1,Lisa_Girman,1
Jan_Paul_Miller,1,Lynne_Slepian,1
Jan_Ullrich,1,William_Rehnquist,1
Janet_Chandler,1,Zoe_Ball,1
Janis_Ruth_Coulter,1,Laurent_Woulzy,1
Jason_Clermont,1,Vladimir_Ustinov,1
Jason_Kapono,1,Patricia_Medina,1
Jason_Mewes,1,Will_Smith,1
Jason_White,1,Wolfgang_Clement,1
Jean-Pierre_Raffarin,2,Robert_Horan,2
Jean-Pierre_Raffarin,6,Paul_Kariya,1
Jeane_Kirkpatrick,1,Richard_Carl,1
Jeane_Kirkpatrick,1,Tamika_Catchings,1
Jeanne_Anne_Schroeder,1,Yoriko_Kawaguchi,13
Jeannette_Biedermann,1,Roy_Moore,6
Jeffrey_Pfeffer,1,Terry_Lynn_Barton,1
Jen_Bice,1,Lily_Tomlin,2
Jen_Bice,1,Martha_Burk,2
Jenna_Elfman,1,Mack_Brown,1
Jenna_Elfman,1,Steffi_Graf,5
Jenna_Elfman,1,Willie_Wilson,1
Jennifer_Keller,4,Paula_Abdul,1
Jennifer_Thompson,1,Serge_Melac,1
Jeremy_Greenstock,7,Jim_Flaherty,1
Jerry_Bruckheimer,1,John_Blaney,1
Jerry_Jones,1,Robert_Woody_Johnson,1
Jesse_Ventura,1,Reggie_Lewis,1
Jesse_Ventura,3,Roy_Romanow,1
Jessica_Biel,1,Jim_Freudenberg,1
Jim_Calhoun,1,Perry_Farrell,1
Jim_Cantalupo,1,Joe_Pantoliano,1
Jim_Hahn,4,Vaclav_Havel,3
Jim_Hahn,4,Vicente_Fernandez,2
Jim_Letten,1,Victor_Hanescu,1
Joaquin_Phoenix,1,Kajsa_Bergqvist,1
Joe_Pantoliano,1,Robin_Tunney,1
John_Belushi,1,Mahima_Chaudhari,1
John_Blaney,2,Sam_Brownback,1
John_Franco,1,Teri_Files,1
John_Garamendi,2,Peter_Goldmark,1
John_Kerr,1,Susan_Whelan,1
John_Lynch,1,Stefano_Gabbana,1
John_Mayer,3,Miguel_Jimenez,1
John_McCallum,1,Mark_Andrew,1
John_Rowland,2,Robert_Lee_Yates_Jr,1
John_Walsh,2,Paul_Hogan,2
Johnny_Depp,2,Scott_Dickson,1
Jorge_Arce,1,Samuel_Waksal,3
Jorge_Quiroga,1,Ramona_Rispton,1
Jorge_Quiroga,1,Surakait_Sathirathai,1
Jose_Bove,1,Michalis_Chrisohoides,1
Jose_Bove,1,Princess_Diana,1
Jose_Luis_Chilavert,1,Sofyan_Dawood,1
Juan_Carlos,1,Patricia_Phillips,1
Judy_Dean,1,Kristanna_Loken,1
Julia_Ormond,1,Randy_Dryer,1
Julio_Cesar_Chavez,1,Marc_Racicot,1
Kaoru_Hasuike,1,Tom_Foy,1
Karen_Allen,1,LeRoy_Millette_Jr,1
Karen_Allen,1,Rick_Bragg,1
Karl-Heinz_Rummenigge,1,Wayne_Newton,1
Katie_Boone,1,Terri_Clark,1
Keith_Osik,1,Robert_Nardelli,1
Kent_Robinson,1,Marquier_Montano_Contreras,1
Kevin_Gil,1,Mary_Bono,1
Kevin_Hearn,1,Todd_Haynes,3
Khader_Rashid_Rahim,1,Martha_Burk,1
Khader_Rashid_Rahim,1,Michael_Arif,1
Kim_Yong-il,2,Terri_Clark,1
Koichi_Tanaka,1,Sterling_Hitchcock,1
Kosuke_Kitajima,2,Qazi_Hussain_Ahmed,1
Kristin_Davis,3,Steven_Van_Zandt,1
Kurt_Hellstrom,1,Manuel_Pellegrini,1
Laszlo_Kovacs,1,Michael_Arif,1
Laura_Elena_Harring,1,Rowan_Williams,1
Laurel_Clark,1,Rahul_Dravid,1
Lawrence_Di_Rita,1,Tim_Allen,2
Lawrence_Roberts,1,Malik_Mahmud,1
Lea_Fastow,1,Todd_Parrott,1
Lee_Baca,1,Pat_Summerall,1
Leisel_Jones,1,Steven_Hatfill,1
Lena_Katina,1,Queen_Noor,1
Leonard_Glick,1,Terrence_Trammell,1
Leonard_Schrank,1,Ozzy_Osbourne,1
Leslie_Wiser_Jr,1,Mireya_Moscoso,1
Lisa_Murkowski,1,Svetlana_Belousova,1
Lisa_Raymond,2,Robert_Redford,7
Ludwig_Ovalle,1,Mauricio_Macri,1
Luis_Pujols,1,Rohman_al-Ghozi,1
Makhdoom_Amin_Fahim,1,Tang_Jiaxuan,5
Malcolm_Wild,1,Owen_Wilson,2
Mamdouh_Habib,1,Polona_Bas,1
Manijeh_Hekmat,1,Richard_Carl,1
Manijeh_Hekmat,1,Se_Hyuk_Joo,1
Marc_Anthony,1,Vince_Vaughan,1
Margie_Puente,1,Rafiq_Hariri,1
Maria_Callas,1,Melchor_Cob_Castro,1
Mario_Lemieux,1,Pedro_Solbes,4
Marissa_Jaret_Winokur,1,Vincent_Sombrotto,1
Mark_Dacey,2,Russ_Ortiz,1
Mark_Martin,1,Vladimir_Spidla,2
Mark_Mishkin,1,Nick_Reilly,1
Mark_Mishkin,1,Shawn_Marion,1
Marricia_Tate,1,Rita_Moreno,2
Mary_Landrieu,1,Robert_Gordon_Card,1
Maryn_McKenna,1,Shawn_Marion,1
Maryn_McKenna,1,Tim_Pawlenty,1
Masum_Turker,1,Norman_Mineta,1
Matt_Dillon,1,Regina_Ip,1
Matthias_Sammer,1,Robbie_Naish,1
Melissa_Etheridge,2,Teri_Files,1
Michael_J_Sheehan,1,Michael_Smith_Foster,1
Michael_Linscott,1,Robin_Tunney,1
Michael_Phelps,5,Pat_Burns,2
Michael_Sheehan,1,Vincent_Cianci_Jr,1
Michael_Smith_Foster,1,Rupert_Murdoch,1
Michelle_Yeoh,5,Shoshannah_Stern,1
Miguel_Aldana_Ibarra,1,Mikhail_Gorbachev,1
Miguel_Jimenez,1,Paris_Hilton,1
Mike_Helton,2,Reggie_Lewis,1
Mike_Leach,1,Thomas_Haeggstroem,1
Mike_Maroth,1,Stefan_Holm,1
Mike_Slive,1,Paul_Sarbanes,3
Mikhail_Youzhny,2,Vince_Dooley,1
Mikulas_Dzurinda,2,Shirley_Jones,1
Miles_Stewart,1,Yasushi_Akashi,1
Mirela_Manjani,1,Robert_Woody_Johnson,1
Mitchell_McLaughlin,1,Timothy_Goebel,1
Mohammed_Baqir_al-Hakim,3,Neil_Goldman,1
Mona_Ayoub,1,Todd_Parrott,1
Mufti_Mohammad_Syed,1,Ralf_Schumacher,4
Nathalie_Gagnon,1,Rupert_Grint,2
Neil_Goldman,1,Niall_Connolly,1
Nick_Reilly,1,Tassos_Papadopoulos,1
Nicolas_Sarkozy,1,Shanna_Zolman,1
Norm_Coleman,2,Osmond_Smith,1
Norman_Mailer,1,Steven_Curtis_Chapman,1
Oliver_Neuville,1,Shawn_Marion,1
Park_Jie-won,1,Steve_Patterson,1
Patty_Sheehan,1,William_Nessen,1
Paul_Hogan,1,Thomas_Watjen,1
Paul_Hogan,1,William_Martin,1
Paul_Kariya,1,Shannon_OBrien,2
Paul_Martin,1,Stephanie_Cohen_Aloro,1
Paul_Michael_Daniels,1,Simon_Chalk,1
Paul_Schrader,1,Teri_Files,1
Paula_Prentiss,1,Thomas_Mesereau_Jr,1
Pedro_Martinez,1,Stephen_Glassroth,1
Peter_Fitzgerald,1,Zelma_Novelo,1
Phil_Jackson,1,Richard_Penniman,1
Phillipe_Comtois,1,Richard_Carl,1
Pierre_Boulanger,1,Shania_Twain,1
Princess_Diana,1,Steffi_Graf,2
Priscilla_Presley,1,Sergey_Lavrov,5
Priscilla_Presley,1,Victoria_Beckham,3
Richard_Butler,1,Victoria_Beckham,1
Richard_Pennington,1,Stacy_Nelson,1
Rick_Caruso,1,Steve_Wariner,1
Rick_Perry,6,Svetlana_Koroleva,1
Ricky_Cottrill,1,Sananda_Maitreya,1
Robert_Flodquist,1,Winona_Ryder,11
Rod_Stewart,1,Tom_Scully,1
Rod_Stewart,3,Se_Hyuk_Joo,1
Rod_Thorn,1,Yves_Brodeur,1
Ron_Howard,1,Tim_Pawlenty,1
Ronaldo_Luis_Nazario_de_Lima,1,Samuel_Waksal,2
Sami_Al-Arian,1,Tommy_Lasorda,1
Sarah_Canale,1,Steven_Curtis_Chapman,1
Sasha_Cohen,1,Valery_Giscard_dEstaing,5
Scott_Dalton,1,Tamara_Mowry,1
Sergio_Castellitto,1,Steve_Lavin,5
Seth_Gorney,1,Wilton_Gregory,1
Shane_Mosley,1,Stacey_Dales-Schuman,1
Sheila_Taormina,1,Stephan_Eberharter,1
Stefano_Gabbana,1,Tang_Jiaxuan,3
Steve_Wariner,1,Toshi_Izawa,1
Steve_Zahn,1,Tab_Baldwin,1
Susan_Whelan,1,Wolfgang_Schneiderhan,1
Takeo_Fukui,1,Will_Ofenheusle,1
Tamara_Mowry,1,Zach_Parise,1
Tatiana_Kennedy_Schlossberg,1,Thomas_Watjen,1
Todd_Petit,1,Vicente_Fernandez,3
